Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Link40_AxisRy_Shoulder_Flexion,"-0,00121123558723285","-0,00325052552894149","-0,0120546201896221",0,0,0,"0,0372585040308182","1,5929243956158E-05","-1,2079683390901E-06","4,79452740206966E-07","1,63936933589083E-05","8,02800974845253E-07","2,03152999256755E-05",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link40_AxisRy_Shoulder_Flexion.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link40_AxisRy_Shoulder_Flexion.STL,,CLOVIS25_URDF_R40_V1-1,R40_Origin_Shoulder_Flexion,R40_AxisRy_Shoulder_Flexion,R40_AxisRy_Shoulder_Flexion,revolute,"0,028926","0,10137","0,13085","-2,8889","1,3002","1,5708",Link2_AxisRy_Abs_Pitch,0,0,1,0,0,0,0,,,,,,,,
Link41_AxisRz_Shoulder_Rotation,"-0,0310375903271902","0,0149616403911208","-0,00284732122647272",0,0,0,"0,0306386899777378","1,91180620092899E-05","2,81663106916414E-07","-8,43194951997577E-07","2,64926204506234E-05","-1,49808926136601E-07","1,44968161929882E-05",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link41_AxisRz_Shoulder_Rotation.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link41_AxisRz_Shoulder_Rotation.STL,,CLOVIS25_URDF_R41_V1-1,R41_Origin_Shoulder_Rotation,R41_AxisRz_Shoulder_Rotation,R41_AxisRz_Shoulder_Rotation,revolute,0,0,"-0,0185","-1,5708","-1,3181","1,5708",Link40_AxisRy_Shoulder_Flexion,0,0,-1,0,0,0,0,,,,,,,,
Link42_AxisRx_Shoulder_Abduction,"-0,0104533722346818","0,0621641528020294","-0,0367098346254386",0,0,0,"0,102684755235681","0,000190384776572681","3,56985267648933E-06","-8,3801879526611E-06","8,95074854978071E-05","1,36363520092154E-05","0,000128462975639967",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link42_AxisRx_Shoulder_Abduction.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link42_AxisRx_Shoulder_Abduction.STL,,CLOVIS25_URDF_R42_V1-1,R42_Origin_Shoulder_Abduction,R42_AxisRx_Shoulder_Abduction,R42_AxisRx_Shoulder_Abduction,revolute,"-0,04","0,035",0,"-1,5708","-0,2706",0,Link41_AxisRz_Shoulder_Rotation,0,0,-1,0,0,0,0,,,,,,,,
Link43_AxisRy_Elbow_Flexion,"-0,00807276861167176","-0,0218914501987285","3,10335104336534E-07",0,0,0,"0,0625250255443275","2,66478001569367E-05","6,31836881755708E-07","-1,39528746475983E-11","2,90856879898022E-05","-2,34243123724509E-10","2,16871102082907E-05",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link43_AxisRy_Elbow_Flexion.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link43_AxisRy_Elbow_Flexion.STL,,CLOVIS25_URDF_R43_V1-1,R43_Origin_Elbow_Flexion,R43_AxisRy_Elbow_Flexion,R43_AxisRy_Elbow_Flexion,revolute,"-0,01133","0,12951","-0,035","1,5708",0,"-1,4835",Link42_AxisRx_Shoulder_Abduction,0,0,-1,0,0,0,0,,,,,,,,
Link44_AxisRz_Wrist_Rotation,"-0,000520135717628878","0,000899444805755482","-0,0257687217825808",0,0,0,"0,0957043837946324","5,31198213770589E-05","4,22873938652312E-08","-1,80532675919715E-07","5,30300162856819E-05","1,14738316178734E-06","3,79612077150471E-05",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link44_AxisRz_Wrist_Rotation.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link44_AxisRz_Wrist_Rotation.STL,,CLOVIS25_URDF_R44_V1-1,R44_Origin_Wrist_Rotation,R44_AxisRz_Wrist_Rotation,R44_AxisRz_Wrist_Rotation,revolute,"-0,04","-0,019",0,"-1,5782","1,5708","-1,5782",Link43_AxisRy_Elbow_Flexion,0,0,-1,0,0,0,0,,,,,,,,
Link45_AxisRx_Wrist_Abduction,"-0,0081343586336614","4,05206364944427E-07","5,46147045366041E-08",0,0,0,"0,0129110778126476","5,34580369587518E-06","-1,03772626655751E-10","-6,3430733621605E-11","1,41876387165849E-06","1,77315332141801E-11","5,32098561653821E-06",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link45_AxisRx_Wrist_Abduction.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link45_AxisRx_Wrist_Abduction.STL,,CLOVIS25_URDF_R45_V1-1,R45_Origin_Wrist_Abduction,R45_AxisRx_Wrist_Abduction,R45_AxisRx_Wrist_Abduction,revolute,0,0,"-0,0935",0,"1,5708",0,Link44_AxisRz_Wrist_Rotation,0,0,-1,0,0,0,0,,,,,,,,
Link10_AxisRy_Hips_Flexion,"-0,035491858736204","0,000913918322320432","0,018194719601768",0,0,0,"0,154615097187712","0,000129284073057894","5,95413093632001E-06","-4,73243723374351E-06","0,000183034354985312","5,32228933808358E-06","7,52482691085156E-05",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link10_AxisRy_Hips_Flexion.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link10_AxisRy_Hips_Flexion.STL,,CLOVIS25_URDF_R10_V1-1,R10_Origin_Hips_Flexion,R10_AxisRy_Hips_Flexion,R10_AxisRy_Hips_Flexion,revolute,"0,058997",0,"-0,036813",0,"-0,5236","3,1416",base_link_R0_HipsWaist_Yaw,-1,0,0,"3,66","5,05","-1,396","1,396",,,,,,,,
Link11_AxisRx_Hips_Abduction,"-0,000420686937343748","-0,0141524399660883","0,0464372807980134",0,0,0,"0,168812815651825","0,000116232359472686","-3,412862720292E-06","-2,94169778032604E-06","0,000163337696614815","-2,55918774884189E-05","0,000177818098522985",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link11_AxisRx_Hips_Abduction.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link11_AxisRx_Hips_Abduction.STL,,CLOVIS25_URDF_R11_V1-1,R11_Origin_Hips_Abduction,R11_AxisRx_Hips_Abduction,R11_AxisRx_Hips_Abduction,revolute,"-0,0395",0,0,"3,14159265358979",0,"1,5707963267949",Link10_AxisRy_Hips_Flexion,1,0,0,"3,66","5,05","-0,436","1,047",,,,,,,,
Link12_AxisRz_Hips_Rotation,"0,029986520986284","0,000915006997885409","0,039584091405729",0,0,0,"0,308889411660343","0,000258352042231295","-1,20179858895001E-05","-2,22319994921139E-05","0,000446775467586572","2,53945341205302E-05","0,000299366843256735",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link12_AxisRz_Hips_Rotation.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link12_AxisRz_Hips_Rotation.STL,,CLOVIS25_URDF_R12_V1-1,R12_Origin_Hips_Rotation,R12_AxisRz_Hips_Rotation,R12_AxisRz_Hips_Rotation,revolute,"0,000499999999999946","-0,0407499999999995","0,0705810704084321","-0,523598775598292",0,"3,14159265358979",Link11_AxisRx_Hips_Abduction,0,0,-1,"3,66","5,05","-1,222","1,571",,,,,,,,
Link13_AxisRy_Knee_Flexion,"-0,00996165884627892","-3,95525887111892E-07","-0,0737094687999738",0,0,0,"0,20810093518798","0,000251269487093237","8,57301270372869E-11","5,37344393723929E-06","0,000240506181571733","1,05076277997316E-09","7,36271056526118E-05",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link13_AxisRy_Knee_Flexion.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link13_AxisRy_Knee_Flexion.STL,,CLOVIS25_URDF_R13_V1-1,R13_Origin_Knee_Flexion,R13_AxisRy_Knee_Flexion,R13_AxisRy_Knee_Flexion,revolute,0,0,"0,036","3,14159265358979",0,"-3,14159265358979",Link12_AxisRz_Hips_Rotation,0,-1,0,"3,66","5,05",0,"2,094",,,,,,,,
Link14_AxisRy_Ankle_Flexion,"4,88789106049052E-05","-4,22901893046279E-07","-0,000941696331463626",0,0,0,"0,0198828974134902","5,33136120702503E-06","5,67526433354193E-11","6,76121728274688E-09","3,84427573974655E-06","4,0294964544253E-12","8,29733415735584E-06",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link14_AxisRy_Ankle_Flexion.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link14_AxisRy_Ankle_Flexion.STL,,CLOVIS25_URDF_R14_V1-1,R14_Origin_Ankle_Flexion,R14_AxisRy_Ankle_Flexion,R14_AxisRy_Ankle_Flexion,revolute,0,0,"-0,14",0,0,0,Link13_AxisRy_Knee_Flexion,0,1,0,"3,66","5,05","-0,96","0,698",,,,,,,,
Link15_AxisRx_Ankle_Abduction,"-0,00749525839369256","-1,00190964788527E-07","-0,0413958069840308",0,0,0,"0,162069791623735","8,37583833186822E-05","9,35731632633514E-11","5,76979843466876E-06","0,000111745804529979","5,476438000541E-10","0,000127010438609888",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link15_AxisRx_Ankle_Abduction.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link15_AxisRx_Ankle_Abduction.STL,,CLOVIS25_URDF_R15_V1-1,R15_Origin_Ankle_Abduction,R15_AxisRx_Ankle_Abduction,R15_AxisRx_Ankle_Abduction,revolute,0,0,0,0,0,"-3,14159265358979",Link14_AxisRy_Ankle_Flexion,1,0,0,"3,66","5,05","-0,96","0,96",,,,,,,,
Link16_AxisRx_Toe_Flexion,"0,0181977115240334","0,00126288994199182","-0,00954659053967732",0,0,0,"0,0664189830579757","3,95754215658761E-05","-1,398387168666E-06","4,60537840513916E-06","2,87049416190121E-05","-1,28510150088002E-07","5,6352915404693E-05",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link16_AxisRx_Toe_Flexion.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link16_AxisRx_Toe_Flexion.STL,,CLOVIS25_URDF_R16_V1-1,R16_Origin_Toe_Flexion,R16_AxisRx_Toe_Flexion,R16_AxisRx_Toe_Flexion,revolute,"0,055",0,"-0,0425",0,0,0,Link15_AxisRx_Ankle_Abduction,0,1,0,"0,44","5,05","-0,785",0,,,,,,,,
Link20_AxisRy_Hips_Flexion,"-0,0191695238748907","-0,00104952349483889","-0,0352473021715193",0,0,0,"0,150034857109825","7,41467834211886E-05","4,2706691598822E-06","4,19048433769199E-06","0,000175384510459711","-5,87188592248191E-06","0,000122352676232008",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link20_AxisRy_Hips_Flexion.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link20_AxisRy_Hips_Flexion.STL,,CLOVIS25_URDF_R20_V1-1,R20_Origin_Hips_Flexion,R20_AxisRy_Hips_Flexion,R20_AxisRy_Hips_Flexion,revolute,"-0,058997",0,"-0,036813",0,"1,0472",0,base_link_R0_HipsWaist_Yaw,0,0,1,"3,66","5,05","-1,396","1,396",,,,,,,,
Link21_AxisRx_Hips_Abduction,"0,000421585960770149","-0,0109610923852847","-0,0472922255513191",0,0,0,"0,168809122055464","0,000116232144999569","-4,42363621138768E-06","-8,40343454054989E-07","0,000144789714142267","-6,52548921967783E-06","0,000196356223785667",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link21_AxisRx_Hips_Abduction.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link21_AxisRx_Hips_Abduction.STL,,CLOVIS25_URDF_R21_V1-1,R21_Origin_Hips_Abduction,R21_AxisRx_Hips_Abduction,R21_AxisRx_Hips_Abduction,revolute,0,0,"-0,0395000000000001","-1,0471975511966",0,"1,5707963267949",Link20_AxisRy_Hips_Flexion,-1,0,0,"3,66","5,05","-0,436","1,047",,,,,,,,
Link22_AxisRz_Hips_Rotation,"0,0299866277473481","-0,000913351495267486","0,0395841441494933",0,0,0,"0,308888997868642","0,000258350925684757","1,20182401296459E-05","-2,22308950807632E-05","0,000446773838834894","-2,53944021702335E-05","0,00029936501568538",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link22_AxisRz_Hips_Rotation.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link22_AxisRz_Hips_Rotation.STL,,CLOVIS25_URDF_R22_V1-1,R22_Origin_Hips_Rotation,R22_AxisRz_Hips_Rotation,R22_AxisRz_Hips_Rotation,revolute,"-0,000500000000000035",0,"-0,0815000000000001","3,14159265358979",0,0,Link21_AxisRx_Hips_Abduction,0,0,-1,"3,66","5,05","-1,222","1,571",,,,,,,,
Link23_AxisRy_Knee_Flexion,"0,00996165887106263","3,95160131422267E-07","-0,0737094687119398",0,0,0,"0,208100936749786","0,000251269487849732","8,58282832841128E-11","-5,37344399964987E-06","0,000240506181810468","-1,05041562422904E-09","7,36271062058329E-05",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link23_AxisRy_Knee_Flexion.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link23_AxisRy_Knee_Flexion.STL,,CLOVIS25_URDF_R23_V1-1,R23_Origin_Knee_Flexion,R23_AxisRy_Knee_Flexion,R23_AxisRy_Knee_Flexion,revolute,0,0,"0,0360000000000001","-3,14159265358979",0,0,Link22_AxisRz_Hips_Rotation,0,1,0,"3,66","5,05",0,"2,094",,,,,,,,
Link24_AxisRy_Ankle_Flexion,"-4,88788155061361E-05","4,2289045533439E-07","-0,000941696318087049",0,0,0,"0,0198828972990001","5,33136120560905E-06","5,67486535163625E-11","-6,76121286353306E-09","3,84427570506981E-06","-4,03028590648401E-12","8,29733412364016E-06",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link24_AxisRy_Ankle_Flexion.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link24_AxisRy_Ankle_Flexion.STL,,CLOVIS25_URDF_R24_V1-1,R24_Origin_Ankle_Flexion,R24_AxisRy_Ankle_Flexion,R24_AxisRy_Ankle_Flexion,revolute,0,0,"-0,14",0,0,0,Link23_AxisRy_Knee_Flexion,0,1,0,"3,66","5,05","-0,96","0,689",,,,,,,,
Link25_AxisRx_Ankle_Abduction,"-0,00749525839677826","-1,00189232951631E-07","-0,04139580697458",0,0,0,"0,162069791661844","8,37583831864788E-05","9,35835758850048E-11","5,76979848237024E-06","0,000111745804626165","5,47634485578142E-10","0,000127010438487016",0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link25_AxisRx_Ankle_Abduction.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://CLOVIS25_URDF_Assembly_V1 With Arms/meshes/Link25_AxisRx_Ankle_Abduction.STL,,CLOVIS25_URDF_R25_V1-1,R25_Origin_Ankle_Abduction,R25_AxisRx_Ankle_Abduction,R25_AxisRx_Ankle_Abduction,revolute,0,0,0,0,0,0,Link24_AxisRy_Ankle_Flexion,1,0,0,"3,66","5,05","-0,96","0,96",,,,,,,,
